"location_name","requested_latitude","requested_longitude","start_date_utc","end_date_utc","time_utc","temperature_C","relative_humidity_percent","precipitation_mm","wind_speed_m_s","dew_point_C","precipitation_interval_start_utc","precipitation_interval_end_utc","source_hour_present","missing_fields","completeness_status","expected_hours","source_hours","complete_hours","provider","dataset","requested_model","constituent","classification","source_latitude","source_longitude","source_elevation_m","retrieved_at_utc","source_issued_at_utc","source_updated_at_utc","cell_selection","downscaling","interval_semantics","calculation_version","attribution","source_url","request_url"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T10:00:00.000Z",25.8,78,0,4.85,21.6,"2020-07-15T09:00:00.000Z","2020-07-15T10:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T11:00:00.000Z",25.7,78,0,5.02,21.6,"2020-07-15T10:00:00.000Z","2020-07-15T11:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T12:00:00.000Z",25.7,79,0,4.96,21.7,"2020-07-15T11:00:00.000Z","2020-07-15T12:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T13:00:00.000Z",25,80,0,4.75,21.4,"2020-07-15T12:00:00.000Z","2020-07-15T13:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T14:00:00.000Z",25,81,0,4.24,21.5,"2020-07-15T13:00:00.000Z","2020-07-15T14:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T15:00:00.000Z",25,80,0,4.44,21.3,"2020-07-15T14:00:00.000Z","2020-07-15T15:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T16:00:00.000Z",24.8,82,0,4.39,21.5,"2020-07-15T15:00:00.000Z","2020-07-15T16:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T17:00:00.000Z",25.5,79,0,5,21.5,"2020-07-15T16:00:00.000Z","2020-07-15T17:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T18:00:00.000Z",27.3,72,0,5.6,21.7,"2020-07-15T17:00:00.000Z","2020-07-15T18:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T19:00:00.000Z",27.8,68,0.1,5.82,21.4,"2020-07-15T18:00:00.000Z","2020-07-15T19:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T20:00:00.000Z",28.6,65,0.2,5.85,21.5,"2020-07-15T19:00:00.000Z","2020-07-15T20:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T21:00:00.000Z",28.9,63,0.3,5.77,21.1,"2020-07-15T20:00:00.000Z","2020-07-15T21:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T22:00:00.000Z",29.5,59,0.1,4.78,20.7,"2020-07-15T21:00:00.000Z","2020-07-15T22:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
"Honolulu, Honolulu County, Hawaii, United States",21.30694,-157.85834,"2020-07-15","2020-07-15","2020-07-15T23:00:00.000Z",29.7,59,0.1,5.03,20.8,"2020-07-15T22:00:00.000Z","2020-07-15T23:00:00.000Z",true,"","complete",24,24,24,"Open-Meteo","ERA5 (requested)","era5",,"modeled_reanalysis",21.5,-158,7,"2026-09-11T08:17:29.786Z",,,"land","provider default elevation adjustment","instant meteorology; precipitation sum over preceding hour ending at time","reanalysis-adapter-v1","Weather data by Open-Meteo; ERA5 by Copernicus Climate Change Service (C3S) / ECMWF","https://open-meteo.com/en/docs/historical-weather-api","https://archive-api.open-meteo.com/v1/archive?latitude=21.30694&longitude=-157.85834&start_date=2020-07-15&end_date=2020-07-15&models=era5&hourly=temperature_2m%2Crelative_humidity_2m%2Cprecipitation%2Cwind_speed_10m%2Cdew_point_2m&timezone=GMT&timeformat=unixtime&temperature_unit=celsius&wind_speed_unit=ms&precipitation_unit=mm&cell_selection=land"
