GHCN_ID,LATITUDE,LONGITUDE,ELEVATION,STATE,NAME,GSN,(US)HCN_(US)CRN,WMO_ID,ICAO,ISO_CODE
USW00094261,45.5475,-122.9558,59.7,OR,PORTLAND-HILLSBORO AP,,,,KHIO,US
USW00094263,47.4833,-122.7667,135.3,WA,BREMERTON,,,,KPWT,US
USW00094273,45.1958,-123.1339,48.2,OR,MCMINNVILLE MUNI AP,,,,KMMV,US
USW00094274,47.2675,-122.5761,88.4,WA,TACOMA NARROWS AP,,,,KTIW,US
USW00094281,45.2467,-122.7708,59.7,OR,AURORA STATE AP,,,,KUAO,US
USW00094290,47.6872,-122.2553,18.3,WA,SEATTLE SAND PT WFO,,,,KSEW,US
USW00094297,48.2167,-122.6333,60.7,WA,COUPEVILLE NOLF,,,,KOKH,US
USW00094298,45.6211,-122.6542,6.4,WA,VANCOUVER PEARSON AP,,,,KVUO,US
USW00094706,40.7011,-74.0153,3.0,NY,NEW YORK WB CITY,,,,,US
USW00094728,40.7789,-73.9692,42.7,NY,NY CITY CNTRL PARK,,,72506,KNYC,US
USW00094741,40.8589,-74.0561,0.9,NJ,TETERBORO AP,,,,KTEB,US
USW00094745,41.0622,-73.7044,112.8,NY,WESTCHESTER CO AP,,,,KHPN,US
USU00001181,40.733,-73.985,-999.0,,NEW YORK,,,,,US
